,Rank,Player,Team_x,Positions,Yahoo,AVG,Key,Name_x,G,GS,IP,SV,xFIP-,SwStr%,F-Strike%,Barrel%_x,HardHit%,CSW%,K%+_x,BB%+_x,xERA,EV_x,ER,playerid_x,STUFFplus,LOCATIONplus,PITCHINGplus,Total Z-Score_x,Total Z-Score_y,PA,HR,SB,Off,wRC+,wOBA,ISO+,Barrel%_y,BsR,Spd,BB%+_y,K%+_y,Oppo%+,EV_y,maxEV,xwOBA
443,421.0,Lane Thomas,WSH,LFCFRF,nan,2943,LanTho,,,,,,,,,,,,,,,,,,,,,,-1.83,548.0,17.0,8.0,-3.0,96.0,0.308,105.0,65,-0.6,4.1,90.0,107.0,90.0,86.4,110.1,0.286
444,422.0,Elly De La Cruz,CIN,3BSS,393.0,4138,EllDeLaCru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,423.0,Hayden Wesneski,CHC,SP,318.0,2963,HayWes,Hayden Wesneski,6.0,4.0,33.0,0.0,91.0,117,629,45,258,272,111.0,64.0,2.18,84.5,8.0,27581.0,99.8,106.8,105.3,-11.79,,,,,,,,,,,,,,,,,
446,424.0,Christian Arroyo,BOS,1B2B3BSSRF,309.0,4160,ChrArr,,,,,,,,,,,,,,,,,,,,,,-4.32,300.0,6.0,5.0,-2.4,102.0,0.319,86.0,64,-3.2,4.5,54.0,74.0,100.0,88.9,112.2,0.33
447,425.0,Adam Ottavino,NYM,RP,288.0,4882,AdaOtt,Adam Ottavino,66.0,0.0,65.2,3.0,70.0,126,605,32,297,328,135.0,75.0,2.35,84.8,15.0,1247.0,111.0,96.7,104.6,-3.16,,,,,,,,,,,,,,,,,
448,426.0,Santiago Espinal,TOR,2B3BSS,301.0,4210,SanEsp,,,,,,,,,,,,,,,,,,,,,,-8.39,491.0,7.0,6.0,-1.9,99.0,0.305,69.0,34,-1.5,2.7,92.0,62.0,95.0,86.1,107.5,0.298
449,427.0,Spencer Steer,CIN,1B3B,nan,4260,SpeSte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,428.0,Shane Baz,TB,SP,247.0,5608,ShaBaz,Shane Baz,6.0,6.0,27.0,0.0,87.0,133,590,78,506,293,115.0,96.0,4.23,91.1,15.0,22264.0,112.4,95.7,103.6,2.48,,,,,,,,,,,,,,,,,
451,429.0,Dylan Moore,SEA,2BSSLFCFRF,379.0,4343,DylMoo,,,,,,,,,,,,,,,,,,,,,,9.51,255.0,6.0,21.0,10.0,126.0,0.338,108.0,128,2.5,8.3,167.0,132.0,92.0,87.2,110.5,0.322
452,430.0,Wilmer Flores,SF,1B2B3BDH,392.0,5662,WilFlo,,,,,,,,,,,,,,,,,,,,,,-2.78,602.0,19.0,0.0,0.5,103.0,0.312,107.0,63,-1.4,2.1,117.0,76.0,90.0,87.8,108.3,0.31
453,431.0,Zach Plesac,CLE,SP,nan,4363,ZacPle,Zach Plesac,25.0,24.0,131.2,0.0,112.0,102,614,96,409,242,79.0,83.0,5.28,89.5,63.0,19979.0,90.9,100.5,98.6,-2.46,,,,,,,,,,,,,,,,,
454,432.0,Royce Lewis,MIN,SS,nan,3270,RoyLew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,433.0,Braxton Garrett,MIA,SP,nan,3290,BraGar,Braxton Garrett,17.0,17.0,88.0,0.0,88.0,118,660,72,386,309,107.0,78.0,4.05,89.4,35.0,21844.0,93.5,100.9,97.7,4.27,,,,,,,,,,,,,,,,,
456,434.0,Bobby Dalbec,BOS,1B3B,272.0,4420,BobDal,,,,,,,,,,,,,,,,,,,,,,2.55,353.0,12.0,3.0,-6.3,80.0,0.287,104.0,118,1.7,5.0,103.0,150.0,99.0,90.3,113.9,0.296
457,435.0,Mike Zunino,CLE,C,nan,4428,MikZun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,436.0,Joe Barlow,TEX,RP,279.0,4453,JoeBar,Joe Barlow,35.0,0.0,35.0,13.0,124.0,130,630,109,426,287,86.0,111.0,5.28,91.4,15.0,22296.0,118.7,97.6,105.2,2.31,-1.13,291.0,11.0,2.0,-4.8,90.0,0.294,96.0,101,-1.5,2.9,107.0,170.0,93.0,87.3,114.3,0.296
459,437.0,Luis Garcia,WSH,2BSS,395.0,3377,LuiGar,Luis Garcia,64.0,0.0,61.0,3.0,78.0,138,598,41,385,298,116.0,79.0,2.83,89.0,23.0,6984.0,121.8,96.7,104.6,8.1,-6.19,377.0,7.0,3.0,-5.6,93.0,0.303,86.0,75,-2.5,2.9,35.0,99.0,98.0,87.3,113.4,0.305
460,437.0,Luis Garcia,WSH,2BSS,395.0,3377,LuiGar,Luis Garcia,64.0,0.0,61.0,3.0,78.0,138,598,41,385,298,116.0,79.0,2.83,89.0,23.0,6984.0,121.8,96.7,104.6,-2.75,-6.19,377.0,7.0,3.0,-5.6,93.0,0.303,86.0,75,-2.5,2.9,35.0,99.0,98.0,87.3,113.4,0.305
461,437.0,Luis Garcia,WSH,2BSS,395.0,3377,LuiGar,Luis Garcia,64.0,0.0,61.0,3.0,78.0,138,598,41,385,298,116.0,79.0,2.83,89.0,23.0,6984.0,103.1,100.0,99.5,8.1,-6.19,377.0,7.0,3.0,-5.6,93.0,0.303,86.0,75,-2.5,2.9,35.0,99.0,98.0,87.3,113.4,0.305
462,437.0,Luis Garcia,WSH,2BSS,395.0,3377,LuiGar,Luis Garcia,64.0,0.0,61.0,3.0,78.0,138,598,41,385,298,116.0,79.0,2.83,89.0,23.0,6984.0,103.1,100.0,99.5,-2.75,-6.19,377.0,7.0,3.0,-5.6,93.0,0.303,86.0,75,-2.5,2.9,35.0,99.0,98.0,87.3,113.4,0.305
463,437.0,Luis Garcia,WSH,2BSS,395.0,3377,LuiGar,Luis Garcia,28.0,28.0,157.1,0.0,97.0,130,582,78,363,287,110.0,91.0,3.59,88.4,65.0,23735.0,121.8,96.7,104.6,8.1,-6.19,377.0,7.0,3.0,-5.6,93.0,0.303,86.0,75,-2.5,2.9,35.0,99.0,98.0,87.3,113.4,0.305
464,437.0,Luis Garcia,WSH,2BSS,395.0,3377,LuiGar,Luis Garcia,28.0,28.0,157.1,0.0,97.0,130,582,78,363,287,110.0,91.0,3.59,88.4,65.0,23735.0,121.8,96.7,104.6,-2.75,-6.19,377.0,7.0,3.0,-5.6,93.0,0.303,86.0,75,-2.5,2.9,35.0,99.0,98.0,87.3,113.4,0.305
465,437.0,Luis Garcia,WSH,2BSS,395.0,3377,LuiGar,Luis Garcia,28.0,28.0,157.1,0.0,97.0,130,582,78,363,287,110.0,91.0,3.59,88.4,65.0,23735.0,103.1,100.0,99.5,8.1,-6.19,377.0,7.0,3.0,-5.6,93.0,0.303,86.0,75,-2.5,2.9,35.0,99.0,98.0,87.3,113.4,0.305
466,437.0,Luis Garcia,WSH,2BSS,395.0,3377,LuiGar,Luis Garcia,28.0,28.0,157.1,0.0,97.0,130,582,78,363,287,110.0,91.0,3.59,88.4,65.0,23735.0,103.1,100.0,99.5,-2.75,-6.19,377.0,7.0,3.0,-5.6,93.0,0.303,86.0,75,-2.5,2.9,35.0,99.0,98.0,87.3,113.4,0.305
467,438.0,Chris Flexen,SEA,SPRP,265.0,4458,ChrFle,Chris Flexen,33.0,22.0,137.2,2.0,128.0,96,588,90,396,225,72.0,108.0,4.62,89.1,57.0,13896.0,93.4,97.8,94.3,-3.09,,,,,,,,,,,,,,,,,
468,439.0,Brandon Pfaadt,ARI,SP,nan,3413,BraPfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,440.0,Jose Alvarado,PHI,RP,nan,4510,JosAlv,Jose Alvarado,59.0,0.0,51.0,2.0,55.0,169,607,65,333,323,167.0,135.0,2.53,87.2,18.0,17780.0,122.0,96.5,101.5,12.53,,,,,,,,,,,,,,,,,
470,440.0,Jose Alvarado,PHI,RP,nan,4510,JosAlv,Jose Alvarado,59.0,0.0,51.0,2.0,55.0,169,607,65,333,323,167.0,135.0,2.53,87.2,18.0,17780.0,85.3,95.4,92.0,12.53,,,,,,,,,,,,,,,,,
471,441.0,Hyun Jin Ryu,TOR,SP,268.0,5224,HyuJinRyu,,,,,,,,,,,,,,,,,,76.3,106.2,96.4,,,,,,,,,,,,,,,,,,
472,442.0,Luis Garcia,SD,RP,nan,3563,LuiGar,Luis Garcia,64.0,0.0,61.0,3.0,78.0,138,598,41,385,298,116.0,79.0,2.83,89.0,23.0,6984.0,121.8,96.7,104.6,8.1,-6.19,377.0,7.0,3.0,-5.6,93.0,0.303,86.0,75,-2.5,2.9,35.0,99.0,98.0,87.3,113.4,0.305
473,442.0,Luis Garcia,SD,RP,nan,3563,LuiGar,Luis Garcia,64.0,0.0,61.0,3.0,78.0,138,598,41,385,298,116.0,79.0,2.83,89.0,23.0,6984.0,121.8,96.7,104.6,-2.75,-6.19,377.0,7.0,3.0,-5.6,93.0,0.303,86.0,75,-2.5,2.9,35.0,99.0,98.0,87.3,113.4,0.305
474,442.0,Luis Garcia,SD,RP,nan,3563,LuiGar,Luis Garcia,64.0,0.0,61.0,3.0,78.0,138,598,41,385,298,116.0,79.0,2.83,89.0,23.0,6984.0,103.1,100.0,99.5,8.1,-6.19,377.0,7.0,3.0,-5.6,93.0,0.303,86.0,75,-2.5,2.9,35.0,99.0,98.0,87.3,113.4,0.305
475,442.0,Luis Garcia,SD,RP,nan,3563,LuiGar,Luis Garcia,64.0,0.0,61.0,3.0,78.0,138,598,41,385,298,116.0,79.0,2.83,89.0,23.0,6984.0,103.1,100.0,99.5,-2.75,-6.19,377.0,7.0,3.0,-5.6,93.0,0.303,86.0,75,-2.5,2.9,35.0,99.0,98.0,87.3,113.4,0.305
476,442.0,Luis Garcia,SD,RP,nan,3563,LuiGar,Luis Garcia,28.0,28.0,157.1,0.0,97.0,130,582,78,363,287,110.0,91.0,3.59,88.4,65.0,23735.0,121.8,96.7,104.6,8.1,-6.19,377.0,7.0,3.0,-5.6,93.0,0.303,86.0,75,-2.5,2.9,35.0,99.0,98.0,87.3,113.4,0.305
477,442.0,Luis Garcia,SD,RP,nan,3563,LuiGar,Luis Garcia,28.0,28.0,157.1,0.0,97.0,130,582,78,363,287,110.0,91.0,3.59,88.4,65.0,23735.0,121.8,96.7,104.6,-2.75,-6.19,377.0,7.0,3.0,-5.6,93.0,0.303,86.0,75,-2.5,2.9,35.0,99.0,98.0,87.3,113.4,0.305
478,442.0,Luis Garcia,SD,RP,nan,3563,LuiGar,Luis Garcia,28.0,28.0,157.1,0.0,97.0,130,582,78,363,287,110.0,91.0,3.59,88.4,65.0,23735.0,103.1,100.0,99.5,8.1,-6.19,377.0,7.0,3.0,-5.6,93.0,0.303,86.0,75,-2.5,2.9,35.0,99.0,98.0,87.3,113.4,0.305
479,442.0,Luis Garcia,SD,RP,nan,3563,LuiGar,Luis Garcia,28.0,28.0,157.1,0.0,97.0,130,582,78,363,287,110.0,91.0,3.59,88.4,65.0,23735.0,103.1,100.0,99.5,-2.75,-6.19,377.0,7.0,3.0,-5.6,93.0,0.303,86.0,75,-2.5,2.9,35.0,99.0,98.0,87.3,113.4,0.305
480,443.0,Mitch Keller,PIT,SP,nan,3477,MitKel,Mitch Keller,31.0,29.0,159.0,0.0,100.0,87,568,71,373,258,89.0,105.0,4.23,87.9,69.0,17594.0,102.4,100.1,99.6,2.0,,,,,,,,,,,,,,,,,
481,444.0,Matthew Boyd,DET,RP,nan,4570,MatBoy,,,,,,,,,,,,,,,,,,90.7,94.3,93.2,,,,,,,,,,,,,,,,,,
482,445.0,Yan Gomes,CHC,C,nan,4570,YanGom,,,,,,,,,,,,,,,,,,,,,,-15.13,293.0,8.0,2.0,-11.2,73.0,0.271,84.0,34,-2.0,2.7,33.0,71.0,86.0,85.3,107.5,0.287
483,446.0,David Peterson,NYM,SPRP,nan,3577,DavPet,David Peterson,28.0,19.0,105.2,0.0,83.0,128,522,77,414,277,123.0,128.0,3.94,89.7,45.0,20302.0,91.0,95.2,93.4,7.17,,,,,,,,,,,,,,,,,
484,447.0,Cole Irvin,BAL,SP,nan,3577,ColIrv,Cole Irvin,30.0,30.0,181.0,0.0,110.0,96,668,96,395,257,78.0,61.0,4.4,89.4,80.0,19244.0,75.4,104.9,96.1,-0.53,,,,,,,,,,,,,,,,,
485,448.0,Kyle Hendricks,CHC,SP,nan,4630,KylHen,Kyle Hendricks,16.0,16.0,84.1,0.0,111.0,103,629,99,388,283,82.0,81.0,5.07,87.5,45.0,12049.0,71.9,103.0,93.7,-5.49,,,,,,,,,,,,,,,,,
486,449.0,Brian Anderson,MIL,3BLFRF,nan,4638,BriAnd,,,,,,,,,,,,,,,,,,,,,,-2.04,383.0,8.0,1.0,-4.5,90.0,0.293,80.0,97,-0.1,3.3,116.0,117.0,97.0,88.7,112.0,0.309
487,450.0,Shintaro Fujinami,OAK,SPRP,243.0,4640,ShiFuj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,451.0,Jesus Sanchez,MIA,LFCF,283.0,3667,JesSan,,,,,,,,,,,,,,,,,,,,,,0.93,343.0,13.0,1.0,-4.1,93.0,0.298,122.0,99,-1.5,4.2,91.0,119.0,110.0,89.5,114.7,0.298
489,452.0,Ken Waldichuk,OAK,SP,nan,3673,KenWal,Ken Waldichuk,7.0,7.0,34.2,0.0,108.0,116,616,121,374,251,102.0,85.0,4.59,88.7,19.0,27681.0,100.9,98.7,100.3,-7.96,,,,,,,,,,,,,,,,,
490,453.0,Alek Thomas,ARI,CF,nan,3677,AleTho,,,,,,,,,,,,,,,,,,,,,,-7.48,411.0,8.0,4.0,-11.8,71.0,0.272,73.0,38,1.8,3.7,64.0,80.0,117.0,87.4,111.3,0.277
491,454.0,Lou Trivino,NYY,RP,380.0,5280,LouTri,Lou Trivino,64.0,0.0,53.2,11.0,84.0,123,560,71,471,276,121.0,120.0,4.37,88.7,27.0,15043.0,101.3,95.6,98.2,4.38,,,,,,,,,,,,,,,,,
492,455.0,Zack Greinke,KC,SP,nan,4685,ZacGre,Zack Greinke,26.0,26.0,137.0,0.0,115.0,73,648,68,396,250,56.0,58.0,4.78,88.9,56.0,1943.0,87.8,103.0,99.1,-7.05,,,,,,,,,,,,,,,,,
493,456.0,Nick Fortes,MIA,C,nan,3700,NicFor,,,,,,,,,,,,,,,,,,,,,,-2.41,240.0,9.0,5.0,0.0,100.0,0.308,104.0,70,0.0,5.8,90.0,83.0,97.0,89.3,108.4,0.319
494,457.0,Brock Burke,TEX,RP,355.0,4710,BroBur,Brock Burke,52.0,0.0,82.1,0.0,88.0,111,601,71,392,282,124.0,91.0,3.31,88.6,18.0,17968.0,99.2,100.2,100.6,-2.7,,,,,,,,,,,,,,,,,
495,458.0,Jack Suwinski,PIT,LFCFRF,nan,3740,JacSuw,,,,,,,,,,,,,,,,,,,,,,3.69,372.0,19.0,4.0,0.4,100.0,0.311,135.0,122,0.6,3.1,132.0,136.0,90.0,88.3,112.4,0.307
496,459.0,Bubba Thompson,TEX,LFCFRF,nan,3757,BubTho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,460.0,Brett Baty,NYM,3B,nan,3777,BreBat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,461.0,Matt Barnes,MIA,RP,358.0,4753,MatBar,Matt Barnes,44.0,0.0,39.2,8.0,126.0,113,625,85,449,287,87.0,149.0,4.28,91.1,19.0,12863.0,105.1,92.7,94.4,6.52,,,,,,,,,,,,,,,,,
499,462.0,Elvis Andrus,nan,SS,nan,3780,ElvAnd,,,,,,,,,,,,,,,,,,,,,,2.74,577.0,17.0,18.0,9.3,105.0,0.31,104.0,45,6.0,4.5,85.0,72.0,97.0,87.9,109.9,0.293
500,463.0,Steven Matz,STL,SPRP,nan,3783,SteMat,Steven Matz,15.0,10.0,48.0,0.0,79.0,121,643,92,362,304,115.0,58.0,3.64,88.4,28.0,13361.0,99.8,106.6,103.2,-7.06,,,,,,,,,,,,,,,,,
501,464.0,Jose Suarez,LAA,SP,nan,3820,JosSua,Jose Suarez,22.0,20.0,109.0,0.0,98.0,117,645,84,382,270,100.0,89.0,3.67,88.7,48.0,19911.0,89.7,102.9,100.9,1.31,,,,,,,,,,,,,,,,,
502,465.0,Michael King,NYY,RP,365.0,4788,MicKin,Michael King,34.0,0.0,51.0,1.0,61.0,144,638,68,359,347,149.0,100.0,2.83,86.2,13.0,19853.0,118.6,101.8,109.7,5.15,,,,,,,,,,,,,,,,,
503,466.0,Cesar Hernandez,DET,2B3BLF,249.0,4800,CesHer,,,,,,,,,,,,,,,,,,,,,,-6.69,617.0,1.0,10.0,-15.9,79.0,0.283,45.0,24,-0.8,5.0,87.0,82.0,125.0,84.8,110.8,0.29
504,467.0,David Fletcher,LAA,2BSS,nan,4803,DavFle,,,,,,,,,,,,,,,,,,,,,,-19.78,228.0,2.0,1.0,-7.9,75.0,0.275,53.0,00,-1.5,3.4,39.0,32.0,134.0,82.1,99.0,0.295
505,468.0,Tony Kemp,OAK,2BLF,nan,3883,TonKem,,,,,,,,,,,,,,,,,,,,,,-8.66,558.0,7.0,11.0,-1.4,91.0,0.287,66.0,16,4.1,5.1,101.0,56.0,91.0,84.4,103.2,0.267
506,469.0,Nick Martinez,SD,SPRP,nan,3900,NicMar,Nick Martinez,47.0,10.0,106.1,8.0,101.0,119,654,81,370,292,94.0,110.0,3.83,86.5,41.0,12730.0,94.2,101.8,101.0,0.45,,,,,,,,,,,,,,,,,
507,470.0,Kerry Carpenter,DET,LFRF,nan,3943,KerCar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,471.0,Spencer Turnbull,DET,SP,nan,3950,SpeTur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,472.0,Blake Treinen,LAD,RP,216.0,4905,BlaTre,,,,,,,,,,,,,,,,,,95.5,101.8,108.0,,,,,,,,,,,,,,,,,,
510,473.0,Jackson Chourio,MIL,CF,nan,4913,JacCho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,474.0,Diego Castillo,SEA,RP,234.0,4913,DieCas,Diego Castillo,59.0,0.0,54.1,7.0,98.0,121,563,76,297,278,107.0,123.0,2.96,86.4,22.0,17496.0,105.6,96.9,100.2,-4.05,-7.0,283.0,11.0,1.0,-9.2,73.0,0.272,113.0,99,-0.4,2.3,59.0,117.0,87.0,89.1,109.6,0.292
512,474.0,Diego Castillo,SEA,RP,234.0,4913,DieCas,Diego Castillo,59.0,0.0,54.1,7.0,98.0,121,563,76,297,278,107.0,123.0,2.96,86.4,22.0,17496.0,-63.0,45.0,56.0,-4.05,-7.0,283.0,11.0,1.0,-9.2,73.0,0.272,113.0,99,-0.4,2.3,59.0,117.0,87.0,89.1,109.6,0.292
513,475.0,Chas McCormick,HOU,LFCFRF,nan,4030,ChaMcC,,,,,,,,,,,,,,,,,,,,,,4.21,407.0,14.0,4.0,5.2,114.0,0.326,108.0,102,-1.1,3.8,142.0,117.0,121.0,88.1,109.9,0.325
514,476.0,Rodolfo Castro,PIT,2B3BSS,nan,4043,RodCas,,,,,,,,,,,,,,,,,,,,,,-0.45,278.0,11.0,5.0,1.1,103.0,0.315,125.0,67,0.3,5.3,95.0,118.0,102.0,87.3,111.6,0.28
515,477.0,Hector Neris,HOU,RP,316.0,4960,HecNer,Hector Neris,70.0,0.0,65.1,3.0,83.0,142,593,68,447,311,135.0,81.0,3.29,89.7,27.0,11804.0,110.0,101.2,105.6,2.87,,,,,,,,,,,,,,,,,
516,478.0,JD Davis,SF,1B3BDH,nan,4100,JDDav,,,,,,,,,,,,,,,,,,,,,,7.47,365.0,12.0,1.0,5.1,119.0,0.333,110.0,162,-3.1,2.9,128.0,148.0,103.0,92.4,112.7,0.353
517,479.0,Madison Bumgarner,ARI,SP,nan,5030,MadBum,Madison Bumgarner,30.0,30.0,158.2,0.0,121.0,77,616,98,428,239,71.0,85.0,5.53,90.3,86.0,5524.0,86.0,99.2,93.6,-1.79,,,,,,,,,,,,,,,,,
518,480.0,Anthony DeSclafani,SF,SP,nan,4167,AntDeS,,,,,,,,,,,,,,,,,,94.0,99.7,98.9,,,,,,,,,,,,,,,,,,
519,481.0,Robbie Grossman,TEX,LFRF,nan,5058,RobGro,,,,,,,,,,,,,,,,,,,,,,-7.45,477.0,7.0,6.0,-9.8,82.0,0.283,67.0,35,-0.2,3.4,145.0,121.0,81.0,86.7,105.8,0.281
520,482.0,AJ Puk,MIA,RP,nan,4217,AJPuk,AJ Puk,62.0,0.0,66.1,4.0,93.0,129,609,87,349,308,122.0,102.0,3.7,86.9,23.0,19343.0,109.5,98.0,99.1,-0.14,,,,,,,,,,,,,,,,,
521,483.0,Ramon Urias,BAL,2B3B,nan,4227,RamUri,,,,,,,,,,,,,,,,,,,,,,-0.03,445.0,16.0,1.0,2.1,104.0,0.313,111.0,96,0.0,2.7,85.0,99.0,100.0,89.4,110.0,0.32
522,484.0,Andrew Kittredge,TB,RP,231.0,5358,AndKit,Andrew Kittredge,17.0,0.0,20.0,5.0,96.0,133,707,85,356,266,84.0,33.0,2.94,88.4,7.0,12828.0,115.8,100.6,105.2,-16.2,,,,,,,,,,,,,,,,,
523,485.0,Jo Adell,LAA,LFRF,nan,4330,JoAde,,,,,,,,,,,,,,,,,,,,,,-4.45,285.0,8.0,4.0,-6.5,77.0,0.278,100.0,98,0.8,4.7,48.0,169.0,88.0,87.4,112.2,0.251
524,486.0,Bailey Falter,PHI,SP,nan,4347,BaiFal,Bailey Falter,20.0,16.0,84.0,0.0,103.0,110,662,83,385,303,94.0,59.0,4.62,89.0,36.0,20070.0,80.7,105.1,96.9,-3.03,,,,,,,,,,,,,,,,,
525,487.0,Daniel Vogelbach,NYM,DH,nan,4357,DanVog,,,,,,,,,,,,,,,,,,,,,,5.99,461.0,18.0,0.0,11.7,128.0,0.349,125.0,106,-3.3,1.5,190.0,109.0,97.0,89.4,110.9,0.35
526,488.0,Collin McHugh,ATL,RP,262.0,5195,ColMcH,Collin McHugh,58.0,0.0,69.1,0.0,82.0,126,651,51,309,287,122.0,62.0,3.05,86.6,20.0,7531.0,110.2,102.0,105.6,-7.06,,,,,,,,,,,,,,,,,
527,489.0,Tyrone Taylor,MIL,LFCFRF,nan,4367,TyrTay,,,,,,,,,,,,,,,,,,,,,,0.06,405.0,17.0,3.0,2.1,102.0,0.314,135.0,99,1.2,4.6,65.0,111.0,86.0,88.0,109.3,0.307
528,490.0,Rich Hill,PIT,SP,nan,5208,RicHil,Rich Hill,26.0,26.0,124.1,0.0,105.0,92,633,82,340,294,93.0,88.0,4.08,88.2,59.0,4806.0,99.1,99.7,99.7,1.78,,,,,,,,,,,,,,,,,
529,491.0,JiMan Choi,PIT,1B,nan,4390,JiMCho,,,,,,,,,,,,,,,,,,,,,,4.02,419.0,11.0,0.0,4.6,116.0,0.322,103.0,119,-2.7,0.7,174.0,132.0,97.0,92.2,111.1,0.337
530,492.0,Akil Baddoo,DET,LFCF,nan,4393,AkiBad,,,,,,,,,,,,,,,,,,,,,,-6.13,225.0,2.0,9.0,-6.6,65.0,0.256,43.0,36,2.2,6.6,134.0,128.0,135.0,85.0,108.5,0.253
531,493.0,Drew Smyly,CHC,SP,nan,4407,DreSmy,Drew Smyly,22.0,22.0,106.1,0.0,105.0,124,685,86,345,275,90.0,70.0,4.17,86.7,41.0,11760.0,91.1,106.5,99.9,0.22,,,,,,,,,,,,,,,,,
532,494.0,JT Brubaker,PIT,SP,nan,4417,JTBru,JT Brubaker,28.0,28.0,144.0,0.0,97.0,118,639,76,411,296,101.0,101.0,4.56,89.6,75.0,17578.0,90.4,101.5,98.1,9.62,,,,,,,,,,,,,,,,,
533,495.0,Nolan Jones,COL,RF,nan,4433,NolJon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,496.0,Domingo Acevedo,OAK,RP,255.0,4440,DomAce,Domingo Acevedo,70.0,0.0,67.2,4.0,98.0,158,590,74,324,279,98.0,80.0,3.46,86.7,25.0,17092.0,93.4,102.3,98.7,-8.12,,,,,,,,,,,,,,,,,
535,497.0,Miguel Cabrera,DET,DH,nan,5688,MigCab,,,,,,,,,,,,,,,,,,,,,,-10.23,433.0,5.0,1.0,-15.8,79.0,0.275,42.0,47,-5.4,1.3,81.0,105.0,113.0,89.9,111.0,0.275
536,498.0,Patrick Corbin,WSH,SP,nan,5308,PatCor,Patrick Corbin,31.0,31.0,152.2,0.0,105.0,92,689,110,446,258,79.0,83.0,6.41,90.8,107.0,9323.0,84.3,102.1,95.6,1.36,,,,,,,,,,,,,,,,,
537,499.0,John Means,BAL,SP,nan,4527,JohMea,,,,,,,,,,,,,,,,,,105.2,97.5,102.9,,,,,,,,,,,,,,,,,,
538,500.0,Miguel Sano,nan,1B,398.0,5328,MigSan,,,,,,,,,,,,,,,,,,102.8,95.4,96.2,,,,,,,,,,,,,,,,,,
539,501.0,Keegan Thompson,CHC,SPRP,nan,4553,KeeTho,Keegan Thompson,29.0,17.0,115.0,1.0,107.0,100,573,86,388,268,98.0,107.0,4.46,89.0,48.0,19795.0,104.6,98.3,99.3,-0.58,,,,,,,,,,,,,,,,,
540,502.0,Matt Brash,SEA,SPRP,nan,4557,MatBra,Matt Brash,39.0,5.0,50.2,0.0,94.0,126,608,48,384,323,126.0,185.0,4.53,88.8,25.0,25756.0,124.4,94.1,105.1,17.37,,,,,,,,,,,,,,,,,
541,503.0,Kevin Kiermaier,TOR,CF,nan,5345,KevKie,,,,,,,,,,,,,,,,,,,,,,-0.52,221.0,7.0,6.0,0.7,90.0,0.286,94.0,69,3.2,4.9,80.0,124.0,134.0,87.9,109.9,0.305
542,504.0,Keston Hiura,MIL,1B2BDH,nan,4570,KesHiu,,,,,,,,,,,,,,,,,,,,,,9.07,266.0,14.0,5.0,5.3,115.0,0.334,143.0,153,0.7,5.1,103.0,185.0,98.0,91.7,111.0,0.317
543,505.0,Kevin Newman,CIN,2BSS,nan,4577,KevNew,,,,,,,,,,,,,,,,,,,,,,-9.14,309.0,2.0,8.0,0.7,94.0,0.303,63.0,16,3.0,5.4,62.0,69.0,85.0,85.6,108.2,0.285
544,506.0,Tyler Rogers,SF,RP,256.0,5140,TylRog,Tyler Rogers,68.0,0.0,75.2,0.0,103.0,81,639,37,322,290,68.0,87.0,3.36,84.2,30.0,15541.0,112.8,94.8,102.4,-14.9,,,,,,,,,,,,,,,,,
545,507.0,Gavin Stone,LAD,SP,nan,4583,GavSto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,508.0,Luis Campusano,SD,C,nan,4610,LuiCam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,509.0,Omar Narvaez,NYM,C,nan,4613,OmaNar,,,,,,,,,,,,,,,,,,,,,,-13.69,296.0,4.0,0.0,-10.3,71.0,0.269,64.0,24,-0.3,1.6,117.0,85.0,110.0,84.7,106.4,0.268
548,510.0,Graham Ashcraft,CIN,SP,nan,4647,GraAsh,Graham Ashcraft,19.0,19.0,105.0,0.0,102.0,84,584,48,363,235,68.0,78.0,4.02,86.9,57.0,27552.0,108.8,100.3,103.3,-12.02,,,,,,,,,,,,,,,,,
549,511.0,Bryce Elder,ATL,SP,nan,4657,BryEld,Bryce Elder,10.0,9.0,54.0,0.0,104.0,99,559,58,344,262,92.0,122.0,4.25,88.2,19.0,27779.0,86.5,99.1,95.0,-2.48,,,,,,,,,,,,,,,,,
550,512.0,Bryan Abreu,HOU,RP,nan,4687,BryAbr,Bryan Abreu,55.0,0.0,60.1,2.0,68.0,176,565,38,323,305,160.0,131.0,2.96,86.6,13.0,16609.0,136.5,94.6,104.5,11.29,,,,,,,,,,,,,,,,,
